task_id,task_title,task_type,project,sprint_id,sprint_name,squad,team,assignee,reporter,priority,status,story_points,estimated_hours,labels,environment,created_at,started_at,completed_at,sprint_start_date,sprint_end_date,updated_at
TASK-00207,Refactor Notification Service,Task,Backoffice,SPR-2025-08,Sprint 8,Core,Architecture,Alex Smith,Morgan Davis,Low,Done,5 pts,4,mobile,PROD,2025-04-18,2025-04-19,2025-04-20,2025-04-09,2025-04-22,2025-04-19 00:00:00
TASK-00208,Update API Documentation,Spike,Backoffice,SPR-2025-09,Sprint 9,Marketplace,Product,Chris Lee,Avery Lewis,Critical,Testing,1 pts,24,"security, backend, frontend",DEV,2025-04-25,2025-04-25,,2025-04-23,2025-05-06,2025-04-30 00:00:00
TASK-00209,Fix ETL Pipeline Failure,Technical Debt,Data Platform,SPR-2025-07,Sprint 7,Growth,Analytics,Jordan Miller,Morgan Davis,High,Done,5,2,"security, data",UAT,2025-04-03,2025-04-06,2025-04-07,2025-03-26,2025-04-08,2025-04-10 00:00:00
TASK-00210,Create Monitoring Alerts,Technical Debt,Backoffice,SPR-2025-05,Sprint 5,Marketplace,Engineering,Alex Smith,Robin Clark,Medium,done,8,8,"Genai, etl",QA,2025-03-03,2025-03-06,2025-03-13,2025-02-26,2025-03-11,2025-03-16 00:00:00
TASK-00211,Improve Search Performance,Story,Customer Portal,SPR-2025-05,Sprint 5,Growth,Architecture,Sam Wilson,Drew Walker,Medium,Testing,3,12,"Genai, Data",QA,2025-03-08,2025-03-09,,2025-02-26,2025-03-11,2025-03-15 00:00:00
TASK-00212,Update Documentation,Bug,Marketplace,SPR-2025-08,Sprint 8,Growth,Analytics,Jordan Miller,Jamie White,Critical,Done,3,12,Api,QA,2025-04-19,2025-04-19,2025-04-27,2025-04-09,2025-04-22,2025-04-25 00:00:00
TASK-00213,Data Sync Failure,Bug,Backoffice,SPR-2025-03,Sprint 3,Growth,Operations,Casey Johnson,Morgan Davis,Critical,Done,1,40,"ux, etl",QA,2025-01-31,2025-02-03,2025-02-09,2025-01-29,2025-02-11,2025-02-12 00:00:00
TASK-00214,Implement MFA Authentication,Spike,Identity Service,SPR-2025-24,Sprint 24,Core,Product,Jane Doe,Jamie White,Critical,Done,3,12,etl,QA,2025-11-19,2025-11-22,2025-11-23,2025-11-19,2025-12-02,2025-12-01 00:00:00
TASK-00215,Implement MFA Authentication,Spike,Identity Service,SPR-2025-14,Sprint 14,CX,Architecture,Alex Smith,Avery Lewis,Low,To Do,13,24,"backend, performance, ETL",PROD,2025-07-07,2025-07-10,,2025-07-02,2025-07-15,2025-07-08 00:00:00
TASK-00216,User Session Timeout,Task,Mobile App,SPR-2025-06,Sprint 6,Core,Operations,Casey Johnson,Drew Walker,High,In Progress,5,4,MOBILE,DEV,2025-03-17,2025-03-18,,2025-03-12,2025-03-25,2025-04-01 00:00:00
TASK-00217,UPDATE API DOCUMENTATION,Bug,Customer Portal,SPR-2025-08,Sprint 8,Growth,Architecture,Sam Wilson,Robin Clark,High,Done,8,4h,frontend,DEV,2025-04-12,2025-04-15,2025-04-25,2025-04-09,2025-04-22,2025-04-13 00:00:00
TASK-00218,Update API Documentation,Spike,Backoffice,SPR-2025-04,Sprint 4,Growth,Analytics,Casey Johnson,Jamie White,Medium,In Progress,13,2h,"security, performance",DEV,2025-02-18,2025-02-19,,2025-02-12,2025-02-25,2025-02-26 00:00:00
TASK-00219,user session timeout,Technical Debt,Data Platform,SPR-2025-11,Sprint 11,Data,Architecture,Casey Johnson,Drew Walker,Low,Done,13,40,"ux, security",PROD,2025-05-29,2025-06-01,2025-06-11,2025-05-21,2025-06-03,2025-06-13 00:00:00
TASK-00220,IMPROVE SEARCH PERFORMANCE,Story,Identity Service,SPR-2025-06,Sprint 6,Platform,Analytics,Jane Doe,Robin Clark,Low,Done,2,12,"security, etl",UAT,2025-03-21,2025-03-22,2025-03-23,2025-03-12,2025-03-25,2025-03-31 00:00:00
TASK-00221,Update API Documentation,Spike,Backoffice,SPR-2025-01,Sprint 1,Platform,Operations,Jordan Miller,Morgan Davis,Medium,Testing,3,12,api,UAT,2025-01-02,2025-01-04,,2025-01-01,2025-01-14,2025-01-12 00:00:00
TASK-00222,BROKEN NAVIGATION MENU,Story,Backoffice,SPR-2025-18,Sprint 18,Growth,Analytics,Chris Lee,Morgan Davis,Medium,In Progress,1,12,performance,UAT,2025-09-04,2025-09-04,,2025-08-27,2025-09-09,2025-09-17 00:00:00
TASK-00223,Implement MFA Authentication,Story,Customer Portal,SPR-2025-03,Sprint 3,Platform,Operations,Sam Wilson,Robin Clark,Medium,Done,1,2,genai,QA,2025-02-05,2025-02-06,2025-02-11,2025-01-29,2025-02-11,2025-02-08 00:00:00
TASK-00224,Improve Mobile Responsiveness,Task,Mobile App,SPR-2025-17,Sprint 17,CX,Analytics,Taylor Brown,Robin Clark,LOW,IN PROGRESS,1,16,"Genai, frontend",QA,2025-08-23,2025-08-24,,2025-08-13,2025-08-26,2025-08-29 00:00:00
TASK-00225,update documentation,Task,Backoffice,SPR-2025-10,Sprint 10,Data,Engineering,Jane Doe,Robin Clark,LOW,Done,8,2,"etl, security",UAT,2025-05-11,2025-05-13,2025-05-18,2025-05-07,2025-05-20,2025-05-25 00:00:00
TASK-00226,IMPROVE MOBILE RESPONSIVENESS,Technical Debt,Mobile App,SPR-2025-02,Sprint 2,Core,Architecture,Alex Smith,Morgan Davis,Critical,Done,13,16,"genai, Security, data",PROD,2025-01-17,2025-01-17,2025-01-19,2025-01-15,2025-01-28,2025-01-20 00:00:00
TASK-00227,Update API Documentation,Task,Marketplace,SPR-2025-15,Sprint 15,Core,Engineering,Sam Wilson,Robin Clark,High,Done,13,8,"GENAI, performance",QA,2025-07-20,2025-07-23,2025-07-26,2025-07-16,2025-07-29,2025-07-23 00:00:00
TASK-00228,Improve Error Handling,Task,Backoffice,SPR-2025-13,Sprint 13,Marketplace,Engineering,Alex Smith,Morgan Davis,Critical,done,2,12,"mobile, ux",PROD,2025-06-19,2025-06-21,2025-06-26,2025-06-18,2025-07-01,2025-06-22 00:00:00
TASK-00229,Data Sync Failure,Story,Customer Portal,SPR-2025-19,Sprint 19,CX,Product,Alex Smith,Jamie White,critical,testing,1,16,"security, GENAI",PROD,2025-09-19,2025-09-22,,2025-09-10,2025-09-23,2025-09-28 00:00:00
TASK-00230,Refactor Notification Service,Technical Debt,Mobile App,SPR-2025-13,Sprint 13,Growth,Architecture,Chris Lee,Morgan Davis,High,In Progress,5,8,"frontend, etl, UX",UAT,2025-06-27,2025-06-30,,2025-06-18,2025-07-01,2025-06-27 00:00:00
TASK-00231,Improve Mobile Responsiveness,Story,Customer Portal,SPR-2025-08,Sprint 8,Growth,Product,John Doe,Jamie White,Medium,Done,5,16,"ux, api",PROD,2025-04-15,2025-04-18,2025-04-25,2025-04-09,2025-04-22,2025-04-28 00:00:00
TASK-00232,Update API Documentation,Bug,Backoffice,SPR-2025-05,Sprint 5,Core,Engineering,Sam Wilson,Avery Lewis,Medium,Done,5,12,api,UAT,2025-02-27,2025-02-28,2025-03-08,2025-02-26,2025-03-11,2025-02-28 00:00:00
TASK-00233,fix api response validation,Bug,Data Platform,SPR-2025-02,Sprint 2,CX,Product,Casey Johnson,Avery Lewis,High,Done,1,16h,"backend, etl",PROD,2025-01-24,2025-01-27,2025-02-04,2025-01-15,2025-01-28,2025-02-03 00:00:00
TASK-00234,Update API Documentation,Technical Debt,Mobile App,SPR-2025-14,Sprint 14,Platform,Analytics,Alex Smith,Drew Walker,high,TESTING,5,16h,"performance, FRONTEND",UAT,2025-07-07,2025-07-09,,2025-07-02,2025-07-15,2025-07-15 00:00:00
TASK-00235,Update Documentation,Spike,Marketplace,SPR-2025-09,Sprint 9,Core,Engineering,Casey Johnson,Jamie White,High,Done,3,4,"frontend, security, backend",QA,2025-04-23,2025-04-23,2025-05-05,2025-04-23,2025-05-06,2025-05-04 00:00:00
TASK-00236,Data Sync Failure,Task,Marketplace,SPR-2025-02,Sprint 2,Core,Analytics,John Doe,Morgan Davis,High,Done,8,24,"data, api",UAT,2025-01-25,2025-01-27,2025-01-30,2025-01-15,2025-01-28,2025-02-07 00:00:00
TASK-00237,Improve Search Performance,Story,Data Platform,SPR-2025-20,Sprint 20,CX,Product,John Doe,Morgan Davis,Critical,Testing,13,24,etl,DEV,2025-10-04,2025-10-06,,2025-09-24,2025-10-07,2025-10-17 00:00:00
TASK-00238,Checkout Button Not Responding,Bug,Mobile App,SPR-2025-04,Sprint 4,CX,Engineering,Jordan Miller,Drew Walker,LOW,Done,1 pts,16,performance,QA,2025-02-20,2025-02-20,2025-03-04,2025-02-12,2025-02-25,2025-02-23 00:00:00
TASK-00239,Fix API Response Validation,Spike,Data Platform,SPR-2025-23,Sprint 23,Growth,Analytics,Sam Wilson,Jamie White,High,Testing,13,40,"api, BACKEND",PROD,2025-11-07,2025-11-09,,2025-11-05,2025-11-18,2025-11-09 00:00:00
TASK-00240,Update Documentation,Technical Debt,Identity Service,SPR-2025-16,Sprint 16,Platform,Operations,John Doe,Avery Lewis,Critical,In Progress,13,12,FRONTEND,QA,2025-08-02,2025-08-05,,2025-07-30,2025-08-12,2025-08-02 00:00:00
TASK-00241,Improve Mobile Responsiveness,Spike,Identity Service,SPR-2025-02,Sprint 2,Core,Product,Chris Lee,Robin Clark,Critical,Testing,5,40,etl,UAT,2025-01-25,2025-01-28,,2025-01-15,2025-01-28,2025-02-06 00:00:00
TASK-00242,Fix API Response Validation,Bug,Identity Service,SPR-2025-02,Sprint 2,Core,Engineering,Alex Smith,Morgan Davis,High,Done,2,12,"ux, backend",QA,2025-01-25,2025-01-25,2025-01-31,2025-01-15,2025-01-28,2025-01-25 00:00:00
TASK-00243,Checkout Button Not Responding,Technical Debt,Customer Portal,SPR-2025-24,Sprint 24,Marketplace,Architecture,Taylor Brown,Morgan Davis,Critical,done,1 pts,2,"frontend, ux, backend",DEV,2025-11-28,2025-11-29,2025-12-08,2025-11-19,2025-12-02,2025-12-02 00:00:00
TASK-00244,Fix ETL Pipeline Failure,Technical Debt,Mobile App,SPR-2025-16,Sprint 16,Growth,Product,Casey Johnson,Drew Walker,MEDIUM,Done,13 pts,8,genai,QA,2025-08-09,2025-08-09,2025-08-10,2025-07-30,2025-08-12,2025-08-11 00:00:00
TASK-00245,Improve Mobile Responsiveness,Spike,Customer Portal,SPR-2025-07,Sprint 7,Marketplace,Analytics,Alex Smith,Avery Lewis,Medium,Done,2,16,backend,QA,2025-04-01,2025-04-03,2025-04-14,2025-03-26,2025-04-08,2025-04-02 00:00:00
TASK-00246,FIX API RESPONSE VALIDATION,Spike,Marketplace,SPR-2025-05,Sprint 5,Data,Engineering,John Doe,Drew Walker,Medium,DONE,13,8,"Api, mobile",QA,2025-02-27,2025-03-02,2025-03-10,2025-02-26,2025-03-11,2025-03-14 00:00:00
TASK-00247,Fix ETL Pipeline Failure,Spike,Marketplace,SPR-2025-20,Sprint 20,Data,Engineering,John Doe,Morgan Davis,Low,TESTING,8,12,"Mobile, data, frontend",UAT,2025-09-25,2025-09-27,,2025-09-24,2025-10-07,2025-10-04 00:00:00
TASK-00248,DATA SYNC FAILURE,Spike,Backoffice,SPR-2025-07,Sprint 7,CX,Analytics,Jordan Miller,Jamie White,Low,Testing,2,2,backend,UAT,2025-04-01,2025-04-03,,2025-03-26,2025-04-08,2025-04-08 00:00:00
TASK-00249,Implement MFA Authentication,Task,Data Platform,SPR-2025-04,Sprint 4,Data,Analytics,Alex Smith,Morgan Davis,medium,To Do,8,12,"genai, api, Ux",DEV,2025-02-17,2025-02-18,,2025-02-12,2025-02-25,2025-02-25 00:00:00
TASK-00250,Fix ETL Pipeline Failure,Technical Debt,Marketplace,SPR-2025-05,Sprint 5,Core,Analytics,John Doe,Avery Lewis,Medium,Done,13,4,"mobile, backend, ux",QA,2025-02-27,2025-03-02,2025-03-08,2025-02-26,2025-03-11,2025-03-06 00:00:00
TASK-00251,Review Access Permissions,Spike,Identity Service,SPR-2025-11,Sprint 11,Growth,Operations,Casey Johnson,Jamie White,Critical,Done,1,24,ux,DEV,2025-05-27,2025-05-28,2025-05-31,2025-05-21,2025-06-03,2025-05-27 00:00:00
TASK-00252,FIX API RESPONSE VALIDATION,Task,Identity Service,SPR-2025-23,Sprint 23,Core,Product,Jane Doe,Avery Lewis,High,In Progress,5,24,"genai, api",UAT,2025-11-11,2025-11-12,,2025-11-05,2025-11-18,2025-11-12 00:00:00
TASK-00253,Implement MFA Authentication,Task,Customer Portal,SPR-2025-10,Sprint 10,Marketplace,Architecture,Jane Doe,Drew Walker,Low,Done,3,2,"security, frontend, BACKEND",QA,2025-05-13,2025-05-15,2025-05-25,2025-05-07,2025-05-20,2025-05-17 00:00:00
TASK-00254,Implement MFA Authentication,Spike,Backoffice,SPR-2025-11,Sprint 11,CX,Product,Casey Johnson,Drew Walker,Medium,Done,3,12,security,UAT,2025-05-24,2025-05-24,2025-06-03,2025-05-21,2025-06-03,2025-06-07 00:00:00
TASK-00255,fix api response validation,Story,Backoffice,SPR-2025-20,Sprint 20,Marketplace,Product,Sam Wilson,Avery Lewis,Medium,In Progress,1,8,Genai,QA,2025-09-29,2025-09-29,,2025-09-24,2025-10-07,2025-10-14 00:00:00
TASK-00256,FIX API RESPONSE VALIDATION,Task,Customer Portal,SPR-2025-12,Sprint 12,Platform,Engineering,Casey Johnson,Robin Clark,Medium,DONE,8,12,"security, genai, etl",UAT,2025-06-10,2025-06-13,2025-06-17,2025-06-04,2025-06-17,2025-06-11 00:00:00
TASK-00257,Improve Error Handling,Task,Backoffice,SPR-2025-05,Sprint 5,Data,Operations,Sam Wilson,Robin Clark,Medium,Done,13,40,BACKEND,QA,2025-03-03,2025-03-05,2025-03-08,2025-02-26,2025-03-11,2025-03-09 00:00:00
TASK-00258,Data Sync Failure,Story,Mobile App,SPR-2025-18,Sprint 18,Marketplace,Architecture,Chris Lee,Robin Clark,Medium,Blocked,1,12,genai,PROD,2025-08-27,2025-08-29,,2025-08-27,2025-09-09,2025-09-05 00:00:00
TASK-00259,Refactor Notification Service,Bug,Backoffice,SPR-2025-19,Sprint 19,Marketplace,Engineering,Taylor Brown,Robin Clark,Critical,Done,2,2,"performance, MOBILE",QA,2025-09-20,2025-09-21,2025-09-29,2025-09-10,2025-09-23,2025-09-20 00:00:00
TASK-00260,Improve Mobile Responsiveness,Task,Mobile App,SPR-2025-03,Sprint 3,Platform,Analytics,Chris Lee,Robin Clark,High,Done,8,24,ux,PROD,2025-02-06,2025-02-09,2025-02-18,2025-01-29,2025-02-11,2025-02-08 00:00:00
TASK-00261,Add Audit Logging,Spike,Mobile App,SPR-2025-07,Sprint 7,Growth,Operations,Sam Wilson,Avery Lewis,Critical,Done,8,4,"ETL, security",QA,2025-04-02,2025-04-05,2025-04-17,2025-03-26,2025-04-08,2025-04-16 00:00:00
TASK-00262,Checkout Button Not Responding,Spike,Mobile App,SPR-2025-23,Sprint 23,Marketplace,Analytics,Jordan Miller,Jamie White,Low,In Progress,3,8,"genai, Mobile, frontend",PROD,2025-11-14,2025-11-15,,2025-11-05,2025-11-18,2025-11-21 00:00:00
TASK-00263,Broken Navigation Menu,Bug,Customer Portal,SPR-2025-01,Sprint 1,Platform,Operations,Alex Smith,Robin Clark,Critical,Done,13,24,"etl, Frontend",QA,2025-01-02,2025-01-04,2025-01-14,2025-01-01,2025-01-14,2025-01-03 00:00:00
TASK-00264,Checkout Button Not Responding,Task,Identity Service,SPR-2025-09,Sprint 9,Platform,Analytics,Chris Lee,Morgan Davis,Low,Done,13,2,etl,UAT,2025-04-28,2025-05-01,2025-05-02,2025-04-23,2025-05-06,2025-05-02 00:00:00
TASK-00265,create usage dashboard,Story,Mobile App,SPR-2025-01,Sprint 1,Core,Analytics,Sam Wilson,Robin Clark,Medium,Done,2,16,"etl, performance, Backend",QA,2025-01-03,2025-01-05,2025-01-11,2025-01-01,2025-01-14,2025-01-17 00:00:00
TASK-00266,Improve Search Performance,Spike,Mobile App,SPR-2025-20,Sprint 20,Data,Product,John Doe,Drew Walker,Medium,In Progress,3,4,"BACKEND, performance",DEV,2025-10-02,2025-10-04,,2025-09-24,2025-10-07,2025-10-17 00:00:00
TASK-00267,Improve Search Performance,Task,Data Platform,SPR-2025-04,Sprint 4,Data,Architecture,Taylor Brown,Drew Walker,Medium,To Do,2,8h,data,DEV,2025-02-16,2025-02-16,,2025-02-12,2025-02-25,2025-02-19 00:00:00
TASK-00268,IMPROVE ERROR HANDLING,Story,Backoffice,SPR-2025-19,Sprint 19,Data,Operations,Jane Doe,Robin Clark,Low,Done,8,12,"Api, genai, backend",DEV,2025-09-10,2025-09-11,2025-09-14,2025-09-10,2025-09-23,2025-09-24 00:00:00
TASK-00269,Improve Error Handling,Spike,Customer Portal,SPR-2025-04,Sprint 4,Growth,Operations,Chris Lee,Jamie White,Low,Done,1,12,"genai, mobile",DEV,2025-02-20,2025-02-21,2025-02-26,2025-02-12,2025-02-25,2025-03-07 00:00:00
TASK-00270,improve search performance,Spike,Mobile App,SPR-2025-22,Sprint 22,Data,Operations,Casey Johnson,Robin Clark,Critical,Done,1,4h,security,UAT,2025-10-23,2025-10-26,2025-10-28,2025-10-22,2025-11-04,2025-11-04 00:00:00
TASK-00271,Update Documentation,Bug,Marketplace,SPR-2025-12,Sprint 12,Marketplace,Product,Alex Smith,Avery Lewis,Low,Blocked,5,24,backend,UAT,2025-06-11,2025-06-14,,2025-06-04,2025-06-17,2025-06-15 00:00:00
TASK-00272,Fix User Profile Update,Spike,Data Platform,SPR-2025-10,Sprint 10,Core,Operations,Casey Johnson,Morgan Davis,Medium,Done,5,8,"etl, frontend, Performance",DEV,2025-05-16,2025-05-16,2025-05-25,2025-05-07,2025-05-20,2025-05-21 00:00:00
TASK-00273,Update Documentation,Task,Marketplace,SPR-2025-18,Sprint 18,CX,Operations,Chris Lee,Robin Clark,Critical,Done,1,12,"etl, Genai, PERFORMANCE",UAT,2025-09-06,2025-09-08,2025-09-15,2025-08-27,2025-09-09,2025-09-07 00:00:00
TASK-00274,REVIEW ACCESS PERMISSIONS,Task,Backoffice,SPR-2025-01,Sprint 1,Growth,Product,Sam Wilson,Morgan Davis,High,In Progress,5,8,mobile,UAT,2025-01-10,2025-01-10,,2025-01-01,2025-01-14,2025-01-15 00:00:00
TASK-00275,Add Audit Logging,Spike,Mobile App,SPR-2025-01,Sprint 1,Marketplace,Engineering,Chris Lee,Avery Lewis,Critical,To Do,13,2,"performance, UX",UAT,2025-01-09,2025-01-11,,2025-01-01,2025-01-14,2025-01-14 00:00:00
TASK-00276,Fix API Response Validation,Bug,Identity Service,SPR-2025-20,Sprint 20,CX,Product,Chris Lee,Robin Clark,Medium,Blocked,1,16,performance,DEV,2025-09-28,2025-09-30,,2025-09-24,2025-10-07,2025-10-13 00:00:00
TASK-00277,Create Monitoring Alerts,Story,Backoffice,SPR-2025-14,Sprint 14,Core,Engineering,Casey Johnson,Robin Clark,Critical,Done,3,12,"genai, etl, api",PROD,2025-07-05,2025-07-07,2025-07-12,2025-07-02,2025-07-15,2025-07-06 00:00:00
TASK-00278,Checkout Button Not Responding,Story,Mobile App,SPR-2025-17,Sprint 17,Data,Engineering,John Doe,Jamie White,Critical,Done,1,40,"api, data",UAT,2025-08-16,2025-08-18,2025-08-30,2025-08-13,2025-08-26,2025-08-30 00:00:00
TASK-00279,Create Usage Dashboard,Bug,Mobile App,SPR-2025-16,Sprint 16,Platform,Architecture,Sam Wilson,Morgan Davis,Low,Done,3,4,genai,PROD,2025-08-07,2025-08-10,2025-08-14,2025-07-30,2025-08-12,2025-08-18 00:00:00
TASK-00280,fix etl pipeline failure,Task,Data Platform,SPR-2025-22,Sprint 22,CX,Operations,Taylor Brown,Avery Lewis,Low,Done,8,16,mobile,QA,2025-11-01,2025-11-01,2025-11-04,2025-10-22,2025-11-04,2025-11-05 00:00:00
TASK-00281,Optimize Database Query,Story,Data Platform,SPR-2025-04,Sprint 4,Core,Analytics,Sam Wilson,Morgan Davis,Low,Blocked,3,2,"genai, mobile",DEV,2025-02-14,2025-02-15,,2025-02-12,2025-02-25,2025-02-15 00:00:00
TASK-00282,Broken Navigation Menu,Story,Data Platform,SPR-2025-23,Sprint 23,Data,Engineering,Casey Johnson,Robin Clark,Low,Testing,2,12h,"DATA, performance",PROD,2025-11-15,2025-11-16,,2025-11-05,2025-11-18,2025-11-16 00:00:00
TASK-00283,Add Audit Logging,Story,Identity Service,SPR-2025-09,Sprint 9,Core,Engineering,John Doe,Avery Lewis,Low,Done,13,2,"etl, security, genai",QA,2025-04-24,2025-04-27,2025-05-03,2025-04-23,2025-05-06,2025-05-03 00:00:00
TASK-00284,Update Documentation,Spike,Data Platform,SPR-2025-11,Sprint 11,Data,Operations,Jordan Miller,Drew Walker,Critical,In Progress,3,40,"api, Security",QA,2025-05-30,2025-05-30,,2025-05-21,2025-06-03,2025-05-30 00:00:00
TASK-00285,Implement MFA Authentication,Spike,Identity Service,SPR-2025-01,Sprint 1,Core,Product,Taylor Brown,Jamie White,MEDIUM,Blocked,8,8,"API, backend",QA,2025-01-09,2025-01-10,,2025-01-01,2025-01-14,2025-01-17 00:00:00
TASK-00286,Update API Documentation,Story,Backoffice,SPR-2025-10,Sprint 10,Core,Engineering,Chris Lee,Drew Walker,High,In Progress,2,12,data,PROD,2025-05-14,2025-05-17,,2025-05-07,2025-05-20,2025-05-16 00:00:00
TASK-00287,Implement MFA Authentication,Technical Debt,Identity Service,SPR-2025-01,Sprint 1,Marketplace,Product,John Doe,Robin Clark,Critical,Done,3 pts,16h,"mobile, genai",PROD,2025-01-08,2025-01-09,2025-01-16,2025-01-01,2025-01-14,2025-01-17 00:00:00
TASK-00288,User Session Timeout,Bug,Customer Portal,SPR-2025-13,Sprint 13,Core,Analytics,Chris Lee,Avery Lewis,High,In Progress,5,12,"Etl, Ux",UAT,2025-06-28,2025-06-30,,2025-06-18,2025-07-01,2025-07-06 00:00:00
TASK-00289,Fix User Profile Update,Bug,Marketplace,SPR-2025-20,Sprint 20,Platform,Engineering,Casey Johnson,Avery Lewis,Medium,Done,13,12h,frontend,DEV,2025-09-28,2025-09-30,2025-10-12,2025-09-24,2025-10-07,2025-10-13 00:00:00
TASK-00290,Data Sync Failure,Technical Debt,Identity Service,SPR-2025-02,Sprint 2,CX,Engineering,John Doe,Drew Walker,Medium,Blocked,1,8,etl,QA,2025-01-22,2025-01-24,,2025-01-15,2025-01-28,2025-02-04 00:00:00
TASK-00291,Checkout Button Not Responding,Spike,Marketplace,SPR-2025-03,Sprint 3,Marketplace,Analytics,John Doe,Robin Clark,Low,Done,8,2,FRONTEND,DEV,2025-02-01,2025-02-04,2025-02-05,2025-01-29,2025-02-11,2025-02-15 00:00:00
TASK-00292,Checkout Button Not Responding,Bug,Mobile App,SPR-2025-11,Sprint 11,Data,Engineering,Jordan Miller,Avery Lewis,Low,IN PROGRESS,8,12h,"api, mobile",UAT,2025-05-30,2025-05-31,,2025-05-21,2025-06-03,2025-06-03 00:00:00
TASK-00293,update api documentation,Task,Backoffice,SPR-2025-04,Sprint 4,Data,Operations,Jordan Miller,Morgan Davis,Low,Done,8,12,"DATA, ux",DEV,2025-02-16,2025-02-19,2025-02-24,2025-02-12,2025-02-25,2025-02-26 00:00:00
TASK-00294,Create Monitoring Alerts,Task,Customer Portal,SPR-2025-15,Sprint 15,CX,Operations,Sam Wilson,Drew Walker,Low,Done,5 pts,40,api,DEV,2025-07-26,2025-07-27,2025-08-04,2025-07-16,2025-07-29,2025-07-28 00:00:00
TASK-00295,Review Access Permissions,Task,Data Platform,SPR-2025-02,Sprint 2,CX,Operations,Casey Johnson,Drew Walker,High,Done,1,2,"genai, API, etl",UAT,2025-01-23,2025-01-23,2025-01-31,2025-01-15,2025-01-28,2025-02-02 00:00:00
TASK-00296,Optimize Database Query,Spike,Data Platform,SPR-2025-06,Sprint 6,CX,Architecture,Chris Lee,Avery Lewis,Low,To Do,1 pts,2h,"genai, performance, ux",UAT,2025-03-15,2025-03-16,,2025-03-12,2025-03-25,2025-03-17 00:00:00
TASK-00297,Implement MFA Authentication,Bug,Customer Portal,SPR-2025-05,Sprint 5,Data,Operations,Casey Johnson,Avery Lewis,Medium,In Progress,2,12,"mobile, Backend, data",DEV,2025-02-28,2025-02-28,,2025-02-26,2025-03-11,2025-03-14 00:00:00
TASK-00298,IMPROVE MOBILE RESPONSIVENESS,Technical Debt,Identity Service,SPR-2025-19,Sprint 19,Core,Engineering,John Doe,Drew Walker,Low,Testing,13,12,"PERFORMANCE, etl, data",DEV,2025-09-13,2025-09-14,,2025-09-10,2025-09-23,2025-09-26 00:00:00
TASK-00299,fix user profile update,Task,Backoffice,SPR-2025-19,Sprint 19,Marketplace,Operations,Alex Smith,Robin Clark,High,Testing,5 pts,8,"security, genai",PROD,2025-09-15,2025-09-15,,2025-09-10,2025-09-23,2025-09-28 00:00:00
TASK-00300,Update API Documentation,Spike,Data Platform,SPR-2025-22,Sprint 22,Data,Engineering,John Doe,Morgan Davis,Low,Done,2,4,ux,UAT,2025-11-01,2025-11-03,2025-11-06,2025-10-22,2025-11-04,2025-11-09 00:00:00
TASK-00301,CREATE MONITORING ALERTS,Technical Debt,Data Platform,SPR-2025-12,Sprint 12,Data,Architecture,Jane Doe,Morgan Davis,Low,In Progress,1,2,"data, security",PROD,2025-06-14,2025-06-15,,2025-06-04,2025-06-17,2025-06-28 00:00:00
TASK-00302,Create Usage Dashboard,Story,Marketplace,SPR-2025-04,Sprint 4,Core,Product,Taylor Brown,Avery Lewis,Medium,DONE,2,24,"genai, backend, Api",UAT,2025-02-13,2025-02-13,2025-02-15,2025-02-12,2025-02-25,2025-02-22 00:00:00
TASK-00303,Add Audit Logging,Technical Debt,Identity Service,SPR-2025-17,Sprint 17,Platform,Product,Casey Johnson,Jamie White,Medium,Testing,8,4,"ux, performance",DEV,2025-08-15,2025-08-15,,2025-08-13,2025-08-26,2025-08-17 00:00:00
TASK-00304,User Session Timeout,Task,Identity Service,SPR-2025-03,Sprint 3,Marketplace,Analytics,Chris Lee,Morgan Davis,Low,Done,13,16h,"etl, data, ux",UAT,2025-02-03,2025-02-05,2025-02-12,2025-01-29,2025-02-11,2025-02-07 00:00:00
TASK-00305,Update API Documentation,Spike,Identity Service,SPR-2025-23,Sprint 23,Marketplace,Engineering,Sam Wilson,Jamie White,High,Done,13,4,frontend,DEV,2025-11-11,2025-11-14,2025-11-24,2025-11-05,2025-11-18,2025-11-20 00:00:00
TASK-00306,Improve Error Handling,Technical Debt,Data Platform,SPR-2025-17,Sprint 17,Growth,Product,Jane Doe,Avery Lewis,Medium,To Do,3,16,security,UAT,2025-08-18,2025-08-19,,2025-08-13,2025-08-26,2025-08-18 00:00:00
TASK-00307,Improve Error Handling,Task,Marketplace,SPR-2025-15,Sprint 15,Growth,Engineering,Jordan Miller,Avery Lewis,Medium,Done,3,40,"Api, ux, Mobile",DEV,2025-07-21,2025-07-22,2025-08-01,2025-07-16,2025-07-29,2025-07-23 00:00:00
TASK-00308,Create Monitoring Alerts,Story,Identity Service,SPR-2025-02,Sprint 2,CX,Architecture,Jane Doe,Jamie White,Critical,Done,8,12,"Genai, Ux, api",PROD,2025-01-21,2025-01-22,2025-01-28,2025-01-15,2025-01-28,2025-02-05 00:00:00
TASK-00309,add audit logging,Story,Backoffice,SPR-2025-02,Sprint 2,Core,Product,Sam Wilson,Robin Clark,High,Blocked,1,2,"data, performance",QA,2025-01-17,2025-01-19,,2025-01-15,2025-01-28,2025-01-22 00:00:00
